order_id,order_date,order_time,year,month,month_name,quarter,day_ofweek,customer_id,customer_name,customer_type,customer_city,customer_country,contact_email,contact_phone,product_id,product_name,product_code,product_category,product_sub_category,product_description,order_quantity,unit_price,total_price,delivery_date,delivery_location,factory_id,factory_name,factory_location,factory_city,factory_country,factory_capacity,assembly_line_id,assembly_line_name,line_type,line_capacity,current_load,scheduled_start_date,actual_start_date,scheduled_end_date,actual_end_date,production_status,completion_percent,quality_score,defects,rework_required,scheduled_delivery,actual_delivery,delivery_status,delay_days,note
ORD00000903,2024-03-21,17:14,2024,10,October,Q4,Monday,CUST000104,Customer 104,Corporate,Jaipur,India,customer104@company.com,9334881940,PROD000004,Product 4,PC731098,Consumer Goods,Appliances,High-quality Product 4,940,1093.41,1027805.4,2024-05-13,"Jaipur, 181464",FAC08,Factory 8,Plant 8,Jaipur,India,714221,LINE004,Assembly Line 4,Packaging,5006,2081,2024-05-16,2024-12-06,2024-09-02,null,On Hold,39,93.17,38,Yes,2024-06-05,2024-03-08,Delivered,18,Order ORD00000903 - Production running smoothly
ORD00000904,2024-04-02,16:41,2024,2,February,Q1,Tuesday,CUST000105,Customer 105,Individual,Mumbai,India,customer105@company.com,9174728729,PROD000005,Product 5,PC672781,Industrial Equipment,Motors,High-quality Product 5,795,1932.36,1536226.2,2024-11-09,"Mumbai, 961098",FAC01,Factory 1,Plant 1,Mumbai,India,663496,LINE005,Assembly Line 5,Testing,26023,39326,2024-09-03,2024-04-12,2024-05-23,2024-06-28,Cancelled,65,79.99,31,Yes,2024-02-18,2024-02-19,Delayed,16,Order ORD00000904 - Quality issues detected
ORD00000905,2024-12-04,13:50,2024,7,July,Q3,Wednesday,CUST000106,Customer 106,OEM,Delhi,India,customer106@company.com,9788276586,PROD000006,Product 6,PC354367,Electronics,Controllers,High-quality Product 6,681,2285.17,1556200.77,2024-11-17,"Delhi, 235148",FAC02,Factory 2,Plant 2,Delhi,India,457219,LINE006,Assembly Line 6,Assembly,28473,17247,2024-09-06,2024-08-10,2024-07-13,2024-06-02,Planned,60,74.81,37,Yes,2024-01-28,2024-12-03,Pending,19,Order ORD00000905 - Quality issues detected
ORD00000906,2024-01-14,10:05,2024,5,May,Q2,Thursday,CUST000107,Customer 107,Distributor,Bangalore,India,customer107@company.com,9855036770,PROD000007,Product 7,PC925370,Automotive,Engines,High-quality Product 7,777,2570.39,1997193.03,2024-04-12,"Bangalore, 919570",FAC03,Factory 3,Plant 3,Bangalore,India,473298,LINE007,Assembly Line 7,Welding,14745,8768,2024-05-27,2024-12-22,2024-01-10,null,In Progress,70,83.59,49,Yes,2024-04-20,2024-10-12,Shipped,-3,Order ORD00000906 - Quality issues detected
ORD00000907,2024-03-03,12:34,2024,11,November,Q4,Friday,CUST000108,Customer 108,Retailer,Pune,India,customer108@company.com,9973919124,PROD000008,Product 8,PC620219,Machinery,Pumps,High-quality Product 8,321,4862.58,1560888.18,2024-06-13,"Pune, 982060",FAC04,Factory 4,Plant 4,Pune,India,619846,LINE008,Assembly Line 8,Painting,13021,36446,2024-04-11,2024-09-25,2024-09-03,null,Completed,3,87.25,12,Yes,2024-07-05,2024-03-22,In Transit,16,Order ORD00000907 - Production running smoothly
ORD00000908,2024-03-19,15:09,2024,10,October,Q4,Saturday,CUST000109,Customer 109,Corporate,Hyderabad,India,customer109@company.com,9374177013,PROD000009,Product 9,PC637021,Consumer Goods,Appliances,High-quality Product 9,999,2477.33,2474852.67,2024-09-10,"Hyderabad, 554389",FAC05,Factory 5,Plant 5,Hyderabad,India,792514,LINE009,Assembly Line 9,Packaging,17630,38822,2024-08-18,2024-12-09,2024-09-18,2024-11-08,On Hold,22,82.79,39,Yes,2024-04-07,null,Delivered,19,Order ORD00000908 - Quality issues detected
ORD00000909,2024-09-09,14:32,2024,7,July,Q3,Sunday,CUST000110,Customer 110,Individual,Chennai,India,customer110@company.com,9845460592,PROD000010,Product 10,PC426521,Industrial Equipment,Motors,High-quality Product 10,470,2204.85,1036279.5,2024-10-20,"Chennai, 750269",FAC06,Factory 6,Plant 6,Chennai,India,830707,LINE010,Assembly Line 10,Testing,42469,16833,2024-04-18,2024-09-06,2024-04-07,null,Cancelled,16,79.59,3,No,2024-10-07,null,Delayed,10,Order ORD00000909 - Quality issues detected
ORD00000910,2024-02-19,17:15,2024,12,December,Q4,Monday,CUST000111,Customer 111,OEM,Kolkata,India,customer111@company.com,9319003395,PROD000011,Product 11,PC729447,Electronics,Controllers,High-quality Product 11,333,211.08,70289.64,2024-12-19,"Kolkata, 592701",FAC07,Factory 7,Plant 7,Kolkata,India,910666,LINE011,Assembly Line 11,Assembly,24180,1021,2024-03-26,2024-12-09,2024-08-19,2024-12-03,Planned,36,81.65,13,Yes,2024-09-25,2024-07-03,Pending,7,Order ORD00000910 - Quality issues detected
ORD00000911,2024-04-06,14:05,2024,3,March,Q1,Tuesday,CUST000112,Customer 112,Distributor,Jaipur,India,customer112@company.com,9207233459,PROD000012,Product 12,PC649701,Automotive,Engines,High-quality Product 12,990,1461.28,1446667.2,2024-04-07,"Jaipur, 970840",FAC08,Factory 8,Plant 8,Jaipur,India,732319,LINE012,Assembly Line 12,Welding,26811,9150,2024-12-04,2024-05-14,2024-03-27,null,In Progress,30,79.83,4,No,2024-04-22,2024-05-04,Shipped,14,Order ORD00000911 - Quality issues detected
ORD00000912,2024-08-11,11:50,2024,6,June,Q2,Wednesday,CUST000113,Customer 113,Retailer,Mumbai,India,customer113@company.com,9632959810,PROD000013,Product 13,PC162923,Machinery,Pumps,High-quality Product 13,658,3008.94,1979882.52,2024-01-26,"Mumbai, 597759",FAC01,Factory 1,Plant 1,Mumbai,India,508284,LINE013,Assembly Line 13,Painting,33270,29757,2024-02-23,null,2024-12-26,null,Completed,7,72.78,32,Yes,2024-01-22,2024-03-05,In Transit,7,Order ORD00000912 - Quality issues detected
ORD00000913,2024-01-19,17:06,2024,12,December,Q4,Thursday,CUST000114,Customer 114,Corporate,Delhi,India,customer114@company.com,9908613576,PROD000014,Product 14,PC607728,Consumer Goods,Appliances,High-quality Product 14,430,581.3,249959,2024-04-16,"Delhi, 562767",FAC02,Factory 2,Plant 2,Delhi,India,186269,LINE014,Assembly Line 14,Packaging,35914,29357,2024-04-28,2024-10-24,2024-10-12,null,On Hold,31,96.84,2,No,2024-06-08,2024-12-11,Delivered,-5,Order ORD00000913 - Production running smoothly
ORD00000914,2024-10-14,16:05,2024,4,April,Q2,Friday,CUST000115,Customer 115,Individual,Bangalore,India,customer115@company.com,9446618225,PROD000015,Product 15,PC183045,Industrial Equipment,Motors,High-quality Product 15,852,897.72,764857.44,2024-09-01,"Bangalore, 547339",FAC03,Factory 3,Plant 3,Bangalore,India,252017,LINE015,Assembly Line 15,Testing,41356,39576,2024-03-05,2024-04-23,2024-09-24,2024-02-02,Cancelled,56,86.36,1,No,2024-04-17,null,Delayed,11,Order ORD00000914 - Production running smoothly
ORD00000915,2024-01-20,15:18,2024,1,January,Q1,Saturday,CUST000116,Customer 116,OEM,Pune,India,customer116@company.com,9629014474,PROD000016,Product 16,PC862196,Electronics,Controllers,High-quality Product 16,331,574.93,190301.83,2024-08-15,"Pune, 853106",FAC04,Factory 4,Plant 4,Pune,India,954418,LINE016,Assembly Line 16,Assembly,30598,18681,2024-12-05,2024-02-21,2024-02-12,2024-08-05,Planned,60,84.52,27,Yes,2024-03-23,2024-01-27,Pending,-1,Order ORD00000915 - Quality issues detected
ORD00000916,2024-08-19,11:27,2024,6,June,Q2,Sunday,CUST000117,Customer 117,Distributor,Hyderabad,India,customer117@company.com,9992883847,PROD000017,Product 17,PC150307,Automotive,Engines,High-quality Product 17,444,1761.02,781892.88,2024-04-20,"Hyderabad, 788334",FAC05,Factory 5,Plant 5,Hyderabad,India,857029,LINE017,Assembly Line 17,Welding,8732,25622,2024-09-04,2024-11-20,2024-08-27,null,In Progress,77,76.62,6,No,2024-01-21,2024-03-01,Shipped,12,Order ORD00000916 - Quality issues detected
ORD00000917,2024-08-01,10:01,2024,11,November,Q4,Monday,CUST000118,Customer 118,Retailer,Chennai,India,customer118@company.com,9568601183,PROD000018,Product 18,PC709068,Machinery,Pumps,High-quality Product 18,371,3956.14,1467727.94,2024-12-23,"Chennai, 280548",FAC06,Factory 6,Plant 6,Chennai,India,401865,LINE018,Assembly Line 18,Painting,45291,37945,2024-08-26,2024-04-01,2024-06-26,null,Completed,3,85.89,20,Yes,2024-11-21,2024-09-05,In Transit,5,Order ORD00000917 - Production running smoothly
ORD00000918,2024-10-23,14:39,2024,11,November,Q4,Tuesday,CUST000119,Customer 119,Corporate,Kolkata,India,customer119@company.com,9777118384,PROD000019,Product 19,PC861997,Consumer Goods,Appliances,High-quality Product 19,844,1746.11,1473716.84,2024-04-16,"Kolkata, 553003",FAC07,Factory 7,Plant 7,Kolkata,India,817151,LINE019,Assembly Line 19,Packaging,5086,15675,2024-01-27,2024-10-17,2024-07-12,null,On Hold,26,70.69,7,No,2024-03-15,2024-12-25,Delivered,-2,Order ORD00000918 - Quality issues detected
ORD00000919,2024-01-22,08:00,2024,5,May,Q2,Wednesday,CUST000120,Customer 120,Individual,Jaipur,India,customer120@company.com,9802606628,PROD000020,Product 20,PC254561,Industrial Equipment,Motors,High-quality Product 20,416,4305.28,1790996.48,2024-11-01,"Jaipur, 258189",FAC08,Factory 8,Plant 8,Jaipur,India,916067,LINE020,Assembly Line 20,Testing,36434,6071,2024-08-16,2024-04-06,2024-01-02,2024-08-22,Cancelled,13,83.42,0,No,2024-04-09,2024-04-26,Delayed,19,Order ORD00000919 - Quality issues detected
ORD00000920,2024-11-17,10:14,2024,5,May,Q2,Thursday,CUST000121,Customer 121,OEM,Mumbai,India,customer121@company.com,9475028467,PROD000021,Product 21,PC306271,Electronics,Controllers,High-quality Product 21,720,2511.83,1808517.6,2024-03-07,"Mumbai, 298155",FAC01,Factory 1,Plant 1,Mumbai,India,487850,LINE021,Assembly Line 21,Assembly,13760,28763,2024-04-28,2024-11-12,2024-01-07,2024-12-04,Planned,65,80.95,25,Yes,2024-03-10,2024-02-20,Pending,5,Order ORD00000920 - Quality issues detected
ORD00000921,2024-01-24,08:25,2024,7,July,Q3,Friday,CUST000122,Customer 122,Distributor,Delhi,India,customer122@company.com,9290380207,PROD000022,Product 22,PC290489,Automotive,Engines,High-quality Product 22,589,3804.16,2240650.24,2024-04-24,"Delhi, 117748",FAC02,Factory 2,Plant 2,Delhi,India,630160,LINE022,Assembly Line 22,Welding,4084,16176,2024-12-01,2024-07-21,2024-04-23,null,In Progress,70,79.01,26,Yes,2024-02-22,2024-03-27,Shipped,5,Order ORD00000921 - Quality issues detected
ORD00000922,2024-08-04,11:09,2024,6,June,Q2,Saturday,CUST000123,Customer 123,Retailer,Bangalore,India,customer123@company.com,9521197298,PROD000023,Product 23,PC725195,Machinery,Pumps,High-quality Product 23,714,2609.04,1862854.56,2024-11-23,"Bangalore, 796607",FAC03,Factory 3,Plant 3,Bangalore,India,233292,LINE023,Assembly Line 23,Painting,43144,6857,2024-02-02,2024-09-04,2024-04-15,null,Completed,80,87.2,10,No,2024-03-24,2024-11-09,In Transit,14,Order ORD00000922 - Production running smoothly
ORD00000923,2024-01-27,10:11,2024,3,March,Q1,Sunday,CUST000124,Customer 124,Corporate,Pune,India,customer124@company.com,9106685032,PROD000024,Product 24,PC107026,Consumer Goods,Appliances,High-quality Product 24,272,1032.14,280742.08,2024-04-03,"Pune, 449710",FAC04,Factory 4,Plant 4,Pune,India,926078,LINE024,Assembly Line 24,Packaging,14661,12147,2024-01-25,2024-12-14,2024-12-03,null,On Hold,70,91.92,48,Yes,2024-06-08,null,Delivered,-5,Order ORD00000923 - Production running smoothly
ORD00000924,2024-09-12,16:25,2024,10,October,Q4,Monday,CUST000125,Customer 125,Individual,Hyderabad,India,customer125@company.com,9204705730,PROD000025,Product 25,PC947405,Industrial Equipment,Motors,High-quality Product 25,401,3863.99,1549459.99,2024-04-13,"Hyderabad, 255913",FAC05,Factory 5,Plant 5,Hyderabad,India,873712,LINE025,Assembly Line 25,Testing,36837,17413,2024-09-10,2024-08-11,2024-09-19,null,Cancelled,6,77.95,47,Yes,2024-03-03,null,Delayed,6,Order ORD00000924 - Quality issues detected
ORD00000925,2024-10-02,09:03,2024,5,May,Q2,Tuesday,CUST000126,Customer 126,OEM,Chennai,India,customer126@company.com,9909049764,PROD000026,Product 26,PC751190,Electronics,Controllers,High-quality Product 26,519,2902.68,1506490.92,2024-01-06,"Chennai, 352697",FAC06,Factory 6,Plant 6,Chennai,India,449939,LINE026,Assembly Line 26,Assembly,29704,27121,2024-03-24,2024-02-06,2024-06-08,2024-02-18,Planned,72,80.58,12,Yes,2024-05-09,2024-08-06,Pending,17,Order ORD00000925 - Quality issues detected
ORD00000926,2024-08-10,14:11,2024,12,December,Q4,Wednesday,CUST000127,Customer 127,Distributor,Kolkata,India,customer127@company.com,9594433703,PROD000027,Product 27,PC792819,Automotive,Engines,High-quality Product 27,801,2752.63,2204856.63,2024-06-28,"Kolkata, 831884",FAC07,Factory 7,Plant 7,Kolkata,India,361630,LINE027,Assembly Line 27,Welding,37387,19261,2024-03-15,2024-02-14,2024-05-17,null,In Progress,41,77.37,43,Yes,2024-11-25,2024-11-16,Shipped,6,Order ORD00000926 - Quality issues detected
ORD00000927,2024-02-11,17:12,2024,11,November,Q4,Thursday,CUST000128,Customer 128,Retailer,Jaipur,India,customer128@company.com,9966749369,PROD000028,Product 28,PC960257,Machinery,Pumps,High-quality Product 28,782,1161.2,908058.4,2024-02-22,"Jaipur, 898718",FAC08,Factory 8,Plant 8,Jaipur,India,329000,LINE028,Assembly Line 28,Painting,13936,17592,2024-09-28,2024-01-07,2024-09-17,2024-12-10,Completed,4,93.46,31,Yes,2024-08-28,2024-07-25,In Transit,2,Order ORD00000927 - Production running smoothly
ORD00000928,2024-08-28,14:49,2024,5,May,Q2,Friday,CUST000129,Customer 129,Corporate,Mumbai,India,customer129@company.com,9861897869,PROD000029,Product 29,PC666563,Consumer Goods,Appliances,High-quality Product 29,228,2666.03,607854.84,2024-02-01,"Mumbai, 574596",FAC01,Factory 1,Plant 1,Mumbai,India,569831,LINE029,Assembly Line 29,Packaging,2963,27957,2024-06-21,2024-10-23,2024-08-10,null,On Hold,32,89.43,23,Yes,2024-05-18,2024-05-13,Delivered,12,Order ORD00000928 - Production running smoothly
ORD00000929,2024-03-28,10:29,2024,7,July,Q3,Saturday,CUST000130,Customer 130,Individual,Delhi,India,customer130@company.com,9407736936,PROD000030,Product 30,PC729735,Industrial Equipment,Motors,High-quality Product 30,606,440.1,266700.6,2024-09-23,"Delhi, 211646",FAC02,Factory 2,Plant 2,Delhi,India,710213,LINE030,Assembly Line 30,Testing,27730,23913,2024-09-18,null,2024-11-19,2024-07-14,Cancelled,54,91.21,2,No,2024-09-28,null,Delayed,17,Order ORD00000929 - Production running smoothly
ORD00000930,2024-07-06,10:15,2024,12,December,Q4,Sunday,CUST000131,Customer 131,OEM,Bangalore,India,customer131@company.com,9432810173,PROD000031,Product 31,PC934457,Electronics,Controllers,High-quality Product 31,963,2393.64,2305075.32,2024-09-16,"Bangalore, 981694",FAC03,Factory 3,Plant 3,Bangalore,India,467154,LINE001,Assembly Line 1,Assembly,43242,3328,2024-03-22,2024-01-15,2024-12-23,2024-10-21,Planned,3,77.29,20,Yes,2024-09-16,2024-04-24,Pending,20,Order ORD00000930 - Quality issues detected
ORD00000931,2024-10-27,09:46,2024,5,May,Q2,Monday,CUST000132,Customer 132,Distributor,Pune,India,customer132@company.com,9459625510,PROD000032,Product 32,PC166454,Automotive,Engines,High-quality Product 32,901,3440.89,3100241.89,2024-06-15,"Pune, 913942",FAC04,Factory 4,Plant 4,Pune,India,981017,LINE002,Assembly Line 2,Welding,5224,4984,2024-03-10,2024-06-18,2024-02-08,2024-09-05,In Progress,91,93.45,6,No,2024-09-24,2024-02-14,Shipped,9,Order ORD00000931 - Production running smoothly
ORD00000932,2024-05-08,12:03,2024,1,January,Q1,Tuesday,CUST000133,Customer 133,Retailer,Hyderabad,India,customer133@company.com,9521997089,PROD000033,Product 33,PC166967,Machinery,Pumps,High-quality Product 33,830,1248.66,1036387.8,2024-05-16,"Hyderabad, 418850",FAC05,Factory 5,Plant 5,Hyderabad,India,371659,LINE003,Assembly Line 3,Painting,3013,13283,2024-09-02,2024-01-27,2024-02-23,2024-05-26,Completed,78,93.5,46,Yes,2024-02-08,2024-04-08,In Transit,20,Order ORD00000932 - Production running smoothly
ORD00000933,2024-10-15,16:54,2024,8,August,Q3,Wednesday,CUST000134,Customer 134,Corporate,Chennai,India,customer134@company.com,9975949088,PROD000034,Product 34,PC569924,Consumer Goods,Appliances,High-quality Product 34,633,350.26,221714.58,2024-08-17,"Chennai, 256729",FAC06,Factory 6,Plant 6,Chennai,India,294565,LINE004,Assembly Line 4,Packaging,40287,24343,2024-07-19,2024-04-13,2024-06-19,2024-09-09,On Hold,80,99.91,4,No,2024-11-19,2024-07-27,Delivered,3,Order ORD00000933 - Production running smoothly
ORD00000934,2024-11-15,13:00,2024,3,March,Q1,Thursday,CUST000135,Customer 135,Individual,Kolkata,India,customer135@company.com,9862513819,PROD000035,Product 35,PC402634,Industrial Equipment,Motors,High-quality Product 35,353,478.2,168804.6,2024-11-12,"Kolkata, 333762",FAC07,Factory 7,Plant 7,Kolkata,India,173457,LINE005,Assembly Line 5,Testing,18677,26500,2024-01-25,2024-10-06,2024-03-18,null,Cancelled,1,81.86,11,Yes,2024-11-02,2024-10-03,Delayed,19,Order ORD00000934 - Quality issues detected
ORD00000935,2024-03-08,17:10,2024,5,May,Q2,Friday,CUST000136,Customer 136,OEM,Jaipur,India,customer136@company.com,9982470880,PROD000036,Product 36,PC976199,Electronics,Controllers,High-quality Product 36,379,1406.75,533158.25,2024-01-07,"Jaipur, 829666",FAC08,Factory 8,Plant 8,Jaipur,India,739278,LINE006,Assembly Line 6,Assembly,13809,3459,2024-12-03,2024-03-05,2024-12-16,2024-09-08,Planned,36,88.57,6,No,2024-04-20,2024-09-08,Pending,8,Order ORD00000935 - Production running smoothly
ORD00000936,2024-04-11,11:37,2024,7,July,Q3,Saturday,CUST000137,Customer 137,Distributor,Mumbai,India,customer137@company.com,9405041366,PROD000037,Product 37,PC930223,Automotive,Engines,High-quality Product 37,57,3210.52,182999.64,2024-05-20,"Mumbai, 838437",FAC01,Factory 1,Plant 1,Mumbai,India,896696,LINE007,Assembly Line 7,Welding,33619,18027,2024-05-08,2024-11-13,2024-02-24,2024-01-05,In Progress,2,71.72,24,Yes,2024-09-09,null,Shipped,20,Order ORD00000936 - Quality issues detected
ORD00000937,2024-02-23,15:39,2024,5,May,Q2,Sunday,CUST000138,Customer 138,Retailer,Delhi,India,customer138@company.com,9115710007,PROD000038,Product 38,PC510977,Machinery,Pumps,High-quality Product 38,256,537.99,137725.44,2024-05-05,"Delhi, 292841",FAC02,Factory 2,Plant 2,Delhi,India,309732,LINE008,Assembly Line 8,Painting,31918,22729,2024-09-18,2024-11-23,2024-09-21,2024-03-14,Completed,77,91.1,14,Yes,2024-07-04,null,In Transit,-4,Order ORD00000937 - Production running smoothly
ORD00000938,2024-01-18,12:23,2024,2,February,Q1,Monday,CUST000139,Customer 139,Corporate,Bangalore,India,customer139@company.com,9404635182,PROD000039,Product 39,PC977334,Consumer Goods,Appliances,High-quality Product 39,871,4829.87,4206816.77,2024-04-23,"Bangalore, 244665",FAC03,Factory 3,Plant 3,Bangalore,India,397844,LINE009,Assembly Line 9,Packaging,25622,689,2024-10-22,null,2024-05-05,2024-04-04,On Hold,38,75.45,13,Yes,2024-04-08,2024-03-19,Delivered,15,Order ORD00000938 - Quality issues detected
ORD00000939,2024-11-02,13:16,2024,7,July,Q3,Tuesday,CUST000140,Customer 140,Individual,Pune,India,customer140@company.com,9789592322,PROD000040,Product 40,PC112263,Industrial Equipment,Motors,High-quality Product 40,107,3452.95,369465.65,2024-11-07,"Pune, 951001",FAC04,Factory 4,Plant 4,Pune,India,426800,LINE010,Assembly Line 10,Testing,2433,19503,2024-04-08,2024-08-15,2024-04-07,null,Cancelled,30,76.83,36,Yes,2024-02-12,2024-04-26,Delayed,18,Order ORD00000939 - Quality issues detected
ORD00000940,2024-11-03,13:05,2024,6,June,Q2,Wednesday,CUST000141,Customer 141,OEM,Hyderabad,India,customer141@company.com,9494603917,PROD000041,Product 41,PC316595,Electronics,Controllers,High-quality Product 41,991,3054.99,3027495.09,2024-11-05,"Hyderabad, 176970",FAC05,Factory 5,Plant 5,Hyderabad,India,565063,LINE011,Assembly Line 11,Assembly,9901,30154,2024-08-23,2024-11-14,2024-05-25,2024-02-06,Planned,48,91.41,5,No,2024-05-14,2024-11-10,Pending,-2,Order ORD00000940 - Production running smoothly
ORD00000941,2024-01-15,17:35,2024,6,June,Q2,Thursday,CUST000142,Customer 142,Distributor,Chennai,India,customer142@company.com,9160171231,PROD000042,Product 42,PC578605,Automotive,Engines,High-quality Product 42,116,1226.49,142272.84,2024-10-05,"Chennai, 163993",FAC06,Factory 6,Plant 6,Chennai,India,421630,LINE012,Assembly Line 12,Welding,24240,1908,2024-07-01,null,2024-08-04,2024-09-17,In Progress,76,95.49,29,Yes,2024-06-08,2024-05-24,Shipped,-4,Order ORD00000941 - Production running smoothly
ORD00000942,2024-08-09,17:25,2024,6,June,Q2,Friday,CUST000143,Customer 143,Retailer,Kolkata,India,customer143@company.com,9195749128,PROD000043,Product 43,PC672679,Machinery,Pumps,High-quality Product 43,144,1555.39,223976.16,2024-10-18,"Kolkata, 720407",FAC07,Factory 7,Plant 7,Kolkata,India,770958,LINE013,Assembly Line 13,Painting,5887,37068,2024-02-04,2024-01-20,2024-10-18,2024-09-24,Completed,19,71.52,30,Yes,2024-03-12,2024-05-20,In Transit,0,Order ORD00000942 - Quality issues detected
ORD00000943,2024-11-12,14:59,2024,6,June,Q2,Saturday,CUST000144,Customer 144,Corporate,Jaipur,India,customer144@company.com,9298106167,PROD000044,Product 44,PC675851,Consumer Goods,Appliances,High-quality Product 44,548,2126.84,1165508.32,2024-06-27,"Jaipur, 730201",FAC08,Factory 8,Plant 8,Jaipur,India,543497,LINE014,Assembly Line 14,Packaging,26541,11202,2024-06-01,2024-03-07,2024-01-03,2024-08-21,On Hold,73,90.39,41,Yes,2024-11-05,null,Delivered,2,Order ORD00000943 - Production running smoothly
ORD00000944,2024-02-20,09:50,2024,5,May,Q2,Sunday,CUST000145,Customer 145,Individual,Mumbai,India,customer145@company.com,9671640505,PROD000045,Product 45,PC228083,Industrial Equipment,Motors,High-quality Product 45,361,1702.54,614616.94,2024-11-18,"Mumbai, 672242",FAC01,Factory 1,Plant 1,Mumbai,India,338368,LINE015,Assembly Line 15,Testing,4220,20830,2024-12-08,2024-10-18,2024-03-24,2024-03-17,Cancelled,77,73.52,47,Yes,2024-06-16,null,Delayed,10,Order ORD00000944 - Quality issues detected
ORD00000945,2024-03-09,08:27,2024,8,August,Q3,Monday,CUST000146,Customer 146,OEM,Delhi,India,customer146@company.com,9931137887,PROD000046,Product 46,PC204209,Electronics,Controllers,High-quality Product 46,298,2253.94,671674.12,2024-11-26,"Delhi, 591790",FAC02,Factory 2,Plant 2,Delhi,India,721327,LINE016,Assembly Line 16,Assembly,27080,7339,2024-02-08,2024-11-08,2024-05-12,null,Planned,78,77.8,32,Yes,2024-12-22,2024-11-06,Pending,3,Order ORD00000945 - Quality issues detected
ORD00000946,2024-08-26,09:58,2024,2,February,Q1,Tuesday,CUST000147,Customer 147,Distributor,Bangalore,India,customer147@company.com,9715650204,PROD000047,Product 47,PC746273,Automotive,Engines,High-quality Product 47,113,2466.74,278741.62,2024-01-26,"Bangalore, 198899",FAC03,Factory 3,Plant 3,Bangalore,India,627517,LINE017,Assembly Line 17,Welding,49919,2281,2024-05-20,2024-04-02,2024-04-27,2024-02-18,In Progress,100,84.06,37,Yes,2024-06-18,2024-08-07,Shipped,1,Order ORD00000946 - Quality issues detected
ORD00000947,2024-01-04,16:35,2024,9,September,Q3,Wednesday,CUST000148,Customer 148,Retailer,Pune,India,customer148@company.com,9437869885,PROD000048,Product 48,PC939105,Machinery,Pumps,High-quality Product 48,624,719.14,448743.36,2024-09-27,"Pune, 320935",FAC04,Factory 4,Plant 4,Pune,India,941685,LINE018,Assembly Line 18,Painting,14973,12374,2024-01-15,2024-06-16,2024-09-12,2024-03-09,Completed,10,98,45,Yes,2024-12-22,null,In Transit,1,Order ORD00000947 - Production running smoothly
ORD00000948,2024-12-27,11:33,2024,11,November,Q4,Thursday,CUST000149,Customer 149,Corporate,Hyderabad,India,customer149@company.com,9663897632,PROD000049,Product 49,PC250098,Consumer Goods,Appliances,High-quality Product 49,363,4942.84,1794250.92,2024-08-20,"Hyderabad, 668835",FAC05,Factory 5,Plant 5,Hyderabad,India,781213,LINE019,Assembly Line 19,Packaging,36044,17519,2024-07-28,2024-09-17,2024-02-14,2024-05-09,On Hold,95,90.87,4,No,2024-06-09,2024-04-20,Delivered,1,Order ORD00000948 - Production running smoothly
ORD00000949,2024-04-02,14:18,2024,1,January,Q1,Friday,CUST000150,Customer 150,Individual,Chennai,India,customer150@company.com,9445657531,PROD000050,Product 50,PC921849,Industrial Equipment,Motors,High-quality Product 50,890,3972.98,3535952.2,2024-06-05,"Chennai, 256702",FAC06,Factory 6,Plant 6,Chennai,India,223939,LINE020,Assembly Line 20,Testing,44217,32616,2024-02-18,2024-03-04,2024-07-04,null,Cancelled,26,94.56,5,No,2024-08-20,2024-02-24,Delayed,6,Order ORD00000949 - Production running smoothly
ORD00000950,2024-05-01,14:38,2024,2,February,Q1,Saturday,CUST000151,Customer 151,OEM,Kolkata,India,customer151@company.com,9390941904,PROD000051,Product 51,PC633587,Electronics,Controllers,High-quality Product 51,243,821.97,199738.71,2024-08-02,"Kolkata, 733301",FAC07,Factory 7,Plant 7,Kolkata,India,727159,LINE021,Assembly Line 21,Assembly,17849,36931,2024-11-22,2024-01-25,2024-09-19,2024-10-03,Planned,36,92.45,19,Yes,2024-10-07,2024-05-28,Pending,18,Order ORD00000950 - Production running smoothly
ORD00000951,2024-12-02,16:02,2024,6,June,Q2,Sunday,CUST000152,Customer 152,Distributor,Jaipur,India,customer152@company.com,9621876396,PROD000052,Product 52,PC418523,Automotive,Engines,High-quality Product 52,411,4647.87,1910274.57,2024-11-05,"Jaipur, 545555",FAC08,Factory 8,Plant 8,Jaipur,India,142417,LINE022,Assembly Line 22,Welding,21202,12784,2024-01-09,2024-11-20,2024-04-02,2024-11-21,In Progress,98,97.71,28,Yes,2024-04-14,2024-04-01,Shipped,19,Order ORD00000951 - Production running smoothly
ORD00000952,2024-03-05,09:16,2024,9,September,Q3,Monday,CUST000153,Customer 153,Retailer,Mumbai,India,customer153@company.com,9437838909,PROD000053,Product 53,PC296477,Machinery,Pumps,High-quality Product 53,391,3406.97,1332125.27,2024-12-04,"Mumbai, 867404",FAC01,Factory 1,Plant 1,Mumbai,India,965068,LINE023,Assembly Line 23,Painting,4041,34524,2024-07-12,2024-08-15,2024-12-23,2024-05-09,Completed,5,99.38,10,No,2024-02-27,2024-03-25,In Transit,8,Order ORD00000952 - Production running smoothly
ORD00000953,2024-05-14,17:52,2024,12,December,Q4,Tuesday,CUST000154,Customer 154,Corporate,Delhi,India,customer154@company.com,9217397810,PROD000054,Product 54,PC319914,Consumer Goods,Appliances,High-quality Product 54,318,1034.39,328936.02,2024-07-18,"Delhi, 671205",FAC02,Factory 2,Plant 2,Delhi,India,777688,LINE024,Assembly Line 24,Packaging,7444,37745,2024-03-06,2024-05-12,2024-08-03,null,On Hold,35,74.31,7,No,2024-04-22,2024-06-08,Delivered,18,Order ORD00000953 - Quality issues detected
